region	GC
chr1:2488068-2488201	0.676691729323308
chr1:2489144-2489273	0.651162790697674
chr1:2489772-2489907	0.607407407407407
chr1:2491241-2491331	0.688888888888889
chr1:2491314-2491444	0.715384615384615
chr1:2492059-2492154	0.621052631578947
chr1:2493062-2493190	0.6796875
chr1:2493181-2493295	0.56140350877193
chr1:2494298-2494401	0.640776699029126
chr1:2494578-2494671	0.655913978494624
chr1:2494628-2494760	0.659090909090909
chr1:6527529-6527653	0.653225806451613
chr1:6527815-6527915	0.67
chr1:6527906-6528025	0.689075630252101
chr1:6528025-6528165	0.692857142857143
chr1:6528161-6528293	0.696969696969697
chr1:6528282-6528404	0.721311475409836
chr1:6528391-6528519	0.671875
chr1:6528516-6528656	0.635714285714286
chr1:6529100-6529234	0.626865671641791
chr1:6529178-6529310	0.643939393939394
chr1:6529392-6529514	0.573770491803279
chr1:6529495-6529623	0.6328125
chr1:6529615-6529712	0.587628865979381
chr1:6529712-6529823	0.666666666666667
chr1:6530198-6530310	0.642857142857143
chr1:6530307-6530437	0.661538461538462
chr1:6530472-6530607	0.659259259259259
chr1:6530604-6530722	0.711864406779661
chr1:6530706-6530831	0.712
chr1:6530797-6530910	0.672566371681416
chr1:6530911-6531056	0.779310344827586
chr1:6531056-6531171	0.652173913043478
chr1:6531494-6531621	0.748031496062992
chr1:6531564-6531660	0.729166666666667
chr1:6531640-6531774	0.746268656716418
chr1:6531783-6531873	0.666666666666667
chr1:6532521-6532603	0.658536585365854
chr1:6532598-6532696	0.663265306122449
chr1:6532984-6533114	0.638461538461538
chr1:6533113-6533236	0.634146341463415
chr1:6533249-6533377	0.6875
chr1:6533387-6533518	0.725190839694656
chr1:6534071-6534167	0.71875
chr1:6534166-6534252	0.627906976744186
chr1:6534436-6534569	0.654135338345865
chr1:6534558-6534667	0.605504587155963
chr1:6535099-6535223	0.548387096774194
chr1:6535484-6535603	0.630252100840336
chr1:6535976-6536101	0.664
chr1:6537550-6537638	0.647727272727273
chr1:6537634-6537737	0.669902912621359
chr1:6556551-6556651	0.68
chr1:6579466-6579552	0.476744186046512
chr1:6579552-6579632	0.5875
chr1:9770468-9770557	0.51685393258427
chr1:9770557-9770664	0.570093457943925
chr1:9775590-9775682	0.630434782608696
chr1:9775681-9775796	0.669565217391304
chr1:9775796-9775933	0.678832116788321
chr1:9775928-9776019	0.681318681318681
chr1:9775983-9776116	0.721804511278195
chr1:9776115-9776243	0.6171875
chr1:9776486-9776605	0.672268907563025
chr1:9776581-9776687	0.650943396226415
chr1:9776960-9777065	0.666666666666667
chr1:9777063-9777166	0.621359223300971
chr1:9777560-9777690	0.653846153846154
chr1:9778669-9778804	0.637037037037037
chr1:9778800-9778910	0.654545454545455
chr1:9778908-9779039	0.656488549618321
chr1:9779973-9780108	0.637037037037037
chr1:9780127-9780243	0.612068965517241
chr1:9780230-9780357	0.755905511811024
chr1:9780660-9780765	0.666666666666667
chr1:9780779-9780887	0.657407407407407
chr1:9780876-9781006	0.684615384615385
chr1:9781196-9781330	0.656716417910448
chr1:9781461-9781559	0.642857142857143
chr1:9781558-9781666	0.638888888888889
chr1:9781750-9781858	0.712962962962963
chr1:9781827-9781956	0.713178294573643
chr1:9781974-9782105	0.656488549618321
chr1:9782093-9782227	0.664179104477612
chr1:9782221-9782350	0.666666666666667
chr1:9782349-9782474	0.672
chr1:9782555-9782679	0.661290322580645
chr1:9783170-9783268	0.63265306122449
chr1:9783266-9783383	0.581196581196581
chr1:9784025-9784129	0.586538461538462
chr1:9784111-9784220	0.669724770642202
chr1:9784300-9784400	0.53
chr1:9784394-9784480	0.465116279069767
chr1:9784857-9784994	0.62043795620438
chr1:9786960-9787043	0.55421686746988
chr1:9787043-9787161	0.627118644067797
chr1:11167474-11167554	0.45
chr1:11168235-11168344	0.486238532110092
chr1:11169341-11169455	0.412280701754386
chr1:11169687-11169807	0.433333333333333
chr1:11172855-11172958	0.592233009708738
chr1:11174372-11174495	0.544715447154472
chr1:11174493-11174611	0.550847457627119
chr1:11174864-11174975	0.396396396396396
chr1:11175420-11175525	0.514285714285714
chr1:11177010-11177091	0.333333333333333
chr1:11177091-11177210	0.38655462184874
chr1:11181256-11181386	0.623076923076923
chr1:11181386-11181468	0.5
chr1:11181963-11182078	0.539130434782609
chr1:11182077-11182196	0.596638655462185
chr1:11184540-11184659	0.512605042016807
chr1:11184659-11184751	0.510869565217391
chr1:11186609-11186737	0.53125
chr1:11186737-11186861	0.467741935483871
chr1:11186973-11187099	0.444444444444444
chr1:11187099-11187210	0.495495495495495
chr1:11187656-11187776	0.491666666666667
chr1:11187776-11187864	0.568181818181818
chr1:11188005-11188105	0.61
chr1:11188105-11188228	0.479674796747967
chr1:11188491-11188568	0.571428571428571
chr1:11188568-11188686	0.38135593220339
chr1:11188809-11188912	0.485436893203884
chr1:11188912-11189039	0.433070866141732
chr1:11189776-11189895	0.546218487394958
chr1:11190491-11190597	0.462264150943396
chr1:11190636-11190780	0.652777777777778
chr1:11190763-11190855	0.554347826086957
chr1:11193068-11193191	0.617886178861789
chr1:11193191-11193275	0.5
chr1:11194381-11194503	0.590163934426229
chr1:11194502-11194625	0.536585365853659
chr1:11199259-11199388	0.472868217054264
chr1:11199388-11199505	0.461538461538462
chr1:11199580-11199707	0.551181102362205
chr1:11204619-11204743	0.620967741935484
chr1:11204741-11204843	0.509803921568627
chr1:11205009-11205103	0.51063829787234
chr1:11206722-11206848	0.507936507936508
chr1:11210113-11210236	0.585365853658537
chr1:11210236-11210314	0.41025641025641
chr1:11217149-11217271	0.557377049180328
chr1:11217271-11217351	0.525
chr1:11227456-11227581	0.464
chr1:11259283-11259368	0.482352941176471
chr1:11259368-11259463	0.547368421052632
chr1:11259532-11259637	0.514285714285714
chr1:11259637-11259761	0.491935483870968
chr1:11264616-11264712	0.666666666666667
chr1:11264694-11264784	0.622222222222222
chr1:11269355-11269466	0.522522522522523
chr1:11269466-11269575	0.394495412844037
chr1:11270847-11270963	0.387931034482759
chr1:11272366-11272480	0.535087719298246
chr1:11272480-11272554	0.527027027027027
chr1:11272846-11272969	0.51219512195122
chr1:11273447-11273571	0.516129032258065
chr1:11273571-11273650	0.430379746835443
chr1:11276164-11276294	0.446153846153846
chr1:11288696-11288809	0.539823008849557
chr1:11288808-11288935	0.543307086614173
chr1:11288935-11289023	0.443181818181818
chr1:11290923-11291046	0.528455284552846
chr1:11291046-11291173	0.440944881889764
chr1:11291266-11291386	0.508333333333333
chr1:11291386-11291492	0.528301886792453
chr1:11292475-11292591	0.431034482758621
chr1:11293420-11293505	0.458823529411765
chr1:11293505-11293609	0.326923076923077
chr1:11294198-11294322	0.556451612903226
chr1:11297898-11297999	0.574257425742574
chr1:11297999-11298109	0.581818181818182
chr1:11298414-11298545	0.519083969465649
chr1:11298542-11298663	0.59504132231405
chr1:11298663-11298742	0.493670886075949
chr1:11300310-11300392	0.463414634146341
chr1:11300389-11300517	0.65625
chr1:11300516-11300645	0.527131782945736
chr1:11301597-11301727	0.576923076923077
chr1:11301718-11301815	0.463917525773196
chr1:11303136-11303244	0.527777777777778
chr1:11303244-11303358	0.517543859649123
chr1:11307668-11307793	0.512
chr1:11307842-11307969	0.543307086614173
chr1:11307968-11308097	0.550387596899225
chr1:11308097-11308179	0.402439024390244
chr1:11313880-11313977	0.56701030927835
chr1:11313976-11314080	0.451923076923077
chr1:11316047-11316178	0.587786259541985
chr1:11316178-11316257	0.544303797468354
chr1:11316988-11317110	0.598360655737705
chr1:11317107-11317231	0.524193548387097
chr1:11318442-11318557	0.469565217391304
chr1:11318557-11318681	0.395161290322581
chr1:11319283-11319400	0.58974358974359
chr1:11319383-11319467	0.630952380952381
chr1:17345298-17345413	0.330434782608696
chr1:17345413-17345512	0.353535353535354
chr1:17348993-17349113	0.55
chr1:17349113-17349226	0.548672566371681
chr1:17350450-17350569	0.554621848739496
chr1:17354195-17354301	0.39622641509434
chr1:17354301-17354394	0.376344086021505
chr1:17355018-17355116	0.408163265306122
chr1:17355116-17355231	0.460869565217391
chr1:17359537-17359661	0.387096774193548
chr1:17371179-17371304	0.4
chr1:17371304-17371426	0.442622950819672
chr1:17380441-17380566	0.712
chr1:18958071-18958182	0.666666666666667
chr1:18960753-18960884	0.618320610687023
chr1:18960884-18960977	0.612903225806452
chr1:18960976-18961066	0.677777777777778
chr1:18961598-18961735	0.562043795620438
chr1:18962637-18962733	0.541666666666667
chr1:18962733-18962858	0.544
chr1:18962852-18962964	0.714285714285714
chr1:19018211-19018318	0.672897196261682
chr1:19018302-19018387	0.635294117647059
chr1:19018387-19018488	0.623762376237624
chr1:19027097-19027226	0.651162790697674
chr1:19027223-19027333	0.690909090909091
chr1:19029573-19029701	0.71875
chr1:19029694-19029791	0.628865979381443
chr1:19062119-19062251	0.681818181818182
chr1:19062230-19062320	0.688888888888889
chr1:19062310-19062431	0.702479338842975
chr1:19071258-19071345	0.390804597701149
chr1:19071337-19071450	0.68141592920354
chr1:27022969-27023103	0.798507462686567
chr1:27023202-27023347	0.758620689655172
chr1:27023355-27023517	0.746913580246914
chr1:27023502-27023595	0.709677419354839
chr1:27023684-27023812	0.765625
chr1:27023796-27023885	0.820224719101124
chr1:27023828-27023954	0.825396825396825
chr1:27023903-27024035	0.810606060606061
chr1:27056119-27056237	0.516949152542373
chr1:27056232-27056362	0.653846153846154
chr1:27057577-27057703	0.452380952380952
chr1:27057703-27057831	0.6015625
chr1:27057831-27057969	0.644927536231884
chr1:27057967-27058097	0.630769230769231
chr1:27059161-27059284	0.520325203252033
chr1:27087254-27087381	0.338582677165354
chr1:27087378-27087463	0.552941176470588
chr1:27087463-27087593	0.646153846153846
chr1:27087846-27087928	0.560975609756098
chr1:27087928-27088027	0.565656565656566
chr1:27088591-27088717	0.5
chr1:27088715-27088837	0.573770491803279
chr1:27089444-27089556	0.598214285714286
chr1:27089544-27089678	0.597014925373134
chr1:27089677-27089776	0.555555555555556
chr1:27092652-27092766	0.482456140350877
chr1:27092766-27092871	0.485714285714286
chr1:27092879-27093004	0.448
chr1:27093004-27093112	0.398148148148148
chr1:27094192-27094298	0.443396226415094
chr1:27094298-27094424	0.523809523809524
chr1:27094424-27094538	0.543859649122807
chr1:27097584-27097699	0.460869565217391
chr1:27097699-27097817	0.533898305084746
chr1:27098908-27099036	0.5078125
chr1:27099036-27099164	0.5703125
chr1:27099250-27099376	0.436507936507937
chr1:27099376-27099485	0.495412844036697
chr1:27099809-27099920	0.648648648648649
chr1:27099908-27100033	0.6
chr1:27100039-27100144	0.561904761904762
chr1:27100144-27100235	0.626373626373626
chr1:27100276-27100397	0.528925619834711
chr1:27100789-27100915	0.571428571428571
chr1:27100896-27101001	0.657142857142857
chr1:27101001-27101124	0.609756097560976
chr1:27101103-27101223	0.6
chr1:27101191-27101310	0.588235294117647
chr1:27101310-27101441	0.633587786259542
chr1:27101437-27101533	0.604166666666667
chr1:27101533-27101617	0.619047619047619
chr1:27101594-27101726	0.568181818181818
chr1:27102059-27102138	0.544303797468354
chr1:27102138-27102219	0.481481481481481
chr1:27105423-27105540	0.418803418803419
chr1:27105540-27105641	0.485148514851485
chr1:27105640-27105769	0.465116279069767
chr1:27105768-27105854	0.430232558139535
chr1:27105849-27105962	0.575221238938053
chr1:27105962-27106049	0.64367816091954
chr1:27106046-27106173	0.559055118110236
chr1:27106172-27106284	0.526785714285714
chr1:27106282-27106363	0.555555555555556
chr1:27106363-27106494	0.534351145038168
chr1:27106490-27106568	0.576923076923077
chr1:27106565-27106648	0.578313253012048
chr1:27106631-27106761	0.607692307692308
chr1:27106761-27106852	0.56043956043956
chr1:27106850-27106958	0.638888888888889
chr1:27106956-27107069	0.610619469026549
chr1:27107068-27107185	0.58974358974359
chr1:27107185-27107285	0.51
chr1:32739866-32739981	0.591304347826087
chr1:32739981-32740060	0.569620253164557
chr1:32740303-32740431	0.625
chr1:32740590-32740684	0.574468085106383
chr1:32740889-32741020	0.648854961832061
chr1:32741110-32741243	0.669172932330827
chr1:32741243-32741354	0.792792792792793
chr1:32741486-32741616	0.5
chr1:32741615-32741742	0.62992125984252
chr1:32741905-32742035	0.653846153846154
chr1:32742027-32742148	0.685950413223141
chr1:32742196-32742329	0.654135338345865
chr1:32742304-32742408	0.586538461538462
chr1:32745257-32745379	0.557377049180328
chr1:32745406-32745522	0.508620689655172
chr1:32745519-32745603	0.55952380952381
chr1:32745608-32745713	0.6
chr1:32745713-32745829	0.53448275862069
chr1:32751113-32751242	0.627906976744186
chr1:32751216-32751346	0.646153846153846
chr1:40362964-40363092	0.4296875
chr1:40363070-40363162	0.554347826086957
chr1:40363156-40363285	0.604651162790698
chr1:40363285-40363414	0.527131782945736
chr1:40363405-40363519	0.552631578947368
chr1:40363519-40363643	0.516129032258065
chr1:40366400-40366503	0.592233009708738
chr1:40366488-40366603	0.643478260869565
chr1:40366591-40366698	0.757009345794392
chr1:40366713-40366838	0.744
chr1:40366869-40367014	0.751724137931034
chr1:40367012-40367098	0.569767441860465
chr1:40367091-40367177	0.732558139534884
chr1:43803488-43803614	0.634920634920635
chr1:43803768-43803902	0.567164179104478
chr1:43804204-43804291	0.609195402298851
chr1:43804290-43804392	0.53921568627451
chr1:43804902-43804995	0.634408602150538
chr1:43804979-43805109	0.576923076923077
chr1:43805107-43805241	0.582089552238806
chr1:43805608-43805719	0.594594594594595
chr1:43805702-43805815	0.610619469026549
chr1:43805961-43806067	0.424528301886792
chr1:43806067-43806185	0.542372881355932
chr1:43812098-43812208	0.527272727272727
chr1:43812208-43812301	0.56989247311828
chr1:43812391-43812502	0.585585585585586
chr1:43812499-43812620	0.553719008264463
chr1:43814476-43814608	0.727272727272727
chr1:43814582-43814692	0.709090909090909
chr1:43814932-43815063	0.66412213740458
chr1:43817872-43818007	0.651851851851852
chr1:43818174-43818299	0.576
chr1:43818285-43818415	0.6
chr1:43818415-43818493	0.551282051282051
chr1:45794962-45795065	0.563106796116505
chr1:45795043-45795123	0.5625
chr1:45796101-45796230	0.527131782945736
chr1:45796826-45796915	0.51685393258427
chr1:45796893-45797023	0.569230769230769
chr1:45797055-45797190	0.637037037037037
chr1:45797151-45797280	0.674418604651163
chr1:45797331-45797444	0.654867256637168
chr1:45797440-45797578	0.630434782608696
chr1:45797638-45797766	0.6328125
chr1:45797784-45797891	0.635514018691589
chr1:45797870-45798004	0.619402985074627
chr1:45798037-45798164	0.606299212598425
chr1:45798244-45798359	0.652173913043478
chr1:45798377-45798507	0.584615384615385
chr1:45798519-45798645	0.563492063492063
chr1:45798715-45798849	0.58955223880597
chr1:45798880-45799013	0.616541353383459
chr1:45798989-45799113	0.620967741935484
chr1:45799113-45799245	0.598484848484849
chr1:45799175-45799280	0.619047619047619
chr1:45800057-45800177	0.575
chr1:45805802-45805938	0.705882352941177
chr1:47685376-47685498	0.729508196721312
chr1:47685479-47685604	0.728
chr1:47685559-47685680	0.702479338842975
chr1:47685667-47685773	0.566037735849057
chr1:47685729-47685849	0.633333333333333
chr1:47689591-47689683	0.608695652173913
chr1:47689683-47689780	0.556701030927835
chr1:47691044-47691139	0.789473684210526
chr1:47691149-47691274	0.832
chr1:47691290-47691401	0.81981981981982
chr1:47691347-47691457	0.827272727272727
chr1:47691473-47691569	0.770833333333333
chr1:47799599-47799709	0.709090909090909
chr1:47799707-47799821	0.745614035087719
chr1:47834104-47834186	0.414634146341463
chr1:47834186-47834288	0.343137254901961
chr1:47838645-47838735	0.411111111111111
chr1:47838731-47838806	0.373333333333333
chr1:47840544-47840658	0.350877192982456
chr1:47840800-47840919	0.34453781512605
chr1:47840907-47841011	0.288461538461538
chr1:47842343-47842445	0.313725490196078
chr1:51435984-51436110	0.515873015873016
chr1:51436110-51436189	0.417721518987342
chr1:51439540-51439628	0.431818181818182
chr1:51439628-51439756	0.4765625
chr1:51439749-51439875	0.611111111111111
chr1:51439875-51439977	0.558823529411765
chr1:59247625-59247753	0.4609375
chr1:59247753-59247883	0.523076923076923
chr1:59247883-59247981	0.571428571428571
chr1:59247974-59248097	0.699186991869919
chr1:59248372-59248503	0.656488549618321
chr1:59248503-59248635	0.689393939393939
chr1:59248635-59248743	0.518518518518518
chr1:65300225-65300315	0.344444444444444
chr1:65301041-65301164	0.479674796747967
chr1:65301174-65301284	0.263636363636364
